pathway	analysis	gene_symbol
DNA_REPAIR	entry4_SOFA_D3__all_valid	HPRT1
DNA_REPAIR	entry4_SOFA_D3__all_valid	TARBP2
DNA_REPAIR	entry4_SOFA_D3__all_valid	NELFE
DNA_REPAIR	entry4_SOFA_D3__all_valid	ELOA
DNA_REPAIR	entry4_SOFA_D3__all_valid	MPG
DNA_REPAIR	entry4_SOFA_D3__all_valid	TAF1C
DNA_REPAIR	entry4_SOFA_D3__all_valid	ALYREF
DNA_REPAIR	entry4_SOFA_D3__all_valid	NUDT9
DNA_REPAIR	entry4_SOFA_D3__all_valid	SMAD5
DNA_REPAIR	entry4_SOFA_D3__all_valid	POLD1
DNA_REPAIR	entry4_SOFA_D3__all_valid	CSTF3
DNA_REPAIR	entry4_SOFA_D3__all_valid	POLR3C
DNA_REPAIR	entry4_SOFA_D3__all_valid	UPF3B
DNA_REPAIR	entry4_SOFA_D3__all_valid	RALA
DNA_REPAIR	entry4_SOFA_D3__all_valid	RAD52
E2F_TARGETS	entry4_SOFA_D3__all_valid	SYNCRIP
E2F_TARGETS	entry4_SOFA_D3__all_valid	EED
E2F_TARGETS	entry4_SOFA_D3__all_valid	MAD2L1
E2F_TARGETS	entry4_SOFA_D3__all_valid	NOP56
E2F_TARGETS	entry4_SOFA_D3__all_valid	RAN
E2F_TARGETS	entry4_SOFA_D3__all_valid	PPP1R8
E2F_TARGETS	entry4_SOFA_D3__all_valid	MYC
E2F_TARGETS	entry4_SOFA_D3__all_valid	NUDT21
E2F_TARGETS	entry4_SOFA_D3__all_valid	CNOT9
E2F_TARGETS	entry4_SOFA_D3__all_valid	AK2
E2F_TARGETS	entry4_SOFA_D3__all_valid	STMN1
E2F_TARGETS	entry4_SOFA_D3__all_valid	PAICS
E2F_TARGETS	entry4_SOFA_D3__all_valid	ASF1A
E2F_TARGETS	entry4_SOFA_D3__all_valid	EIF2S1
E2F_TARGETS	entry4_SOFA_D3__all_valid	PMS2
E2F_TARGETS	entry4_SOFA_D3__all_valid	KIF22
E2F_TARGETS	entry4_SOFA_D3__all_valid	TMPO
E2F_TARGETS	entry4_SOFA_D3__all_valid	RAD50
E2F_TARGETS	entry4_SOFA_D3__all_valid	PHF5A
E2F_TARGETS	entry4_SOFA_D3__all_valid	WDR90
E2F_TARGETS	entry4_SOFA_D3__all_valid	IPO7
E2F_TARGETS	entry4_SOFA_D3__all_valid	HNRNPD
E2F_TARGETS	entry4_SOFA_D3__all_valid	LIG1
E2F_TARGETS	entry4_SOFA_D3__all_valid	DCTPP1
E2F_TARGETS	entry4_SOFA_D3__all_valid	DUT
E2F_TARGETS	entry4_SOFA_D3__all_valid	CDC25B
E2F_TARGETS	entry4_SOFA_D3__all_valid	PRDX4
E2F_TARGETS	entry4_SOFA_D3__all_valid	MLH1
E2F_TARGETS	entry4_SOFA_D3__all_valid	RPA3
E2F_TARGETS	entry4_SOFA_D3__all_valid	RFC3
E2F_TARGETS	entry4_SOFA_D3__all_valid	DNMT1
E2F_TARGETS	entry4_SOFA_D3__all_valid	RAD1
E2F_TARGETS	entry4_SOFA_D3__all_valid	PCNA
E2F_TARGETS	entry4_SOFA_D3__all_valid	SLBP
E2F_TARGETS	entry4_SOFA_D3__all_valid	PAN2
E2F_TARGETS	entry4_SOFA_D3__all_valid	NUP205
E2F_TARGETS	entry4_SOFA_D3__all_valid	NME1
E2F_TARGETS	entry4_SOFA_D3__all_valid	NUP107
E2F_TARGETS	entry4_SOFA_D3__all_valid	CDK4
E2F_TARGETS	entry4_SOFA_D3__all_valid	RBBP7
E2F_TARGETS	entry4_SOFA_D3__all_valid	TP53
E2F_TARGETS	entry4_SOFA_D3__all_valid	CSE1L
E2F_TARGETS	entry4_SOFA_D3__all_valid	RANBP1
E2F_TARGETS	entry4_SOFA_D3__all_valid	ILF3
E2F_TARGETS	entry4_SOFA_D3__all_valid	MRE11
E2F_TARGETS	entry4_SOFA_D3__all_valid	SRSF2
E2F_TARGETS	entry4_SOFA_D3__all_valid	SMC1A
E2F_TARGETS	entry4_SOFA_D3__all_valid	SMC3
E2F_TARGETS	entry4_SOFA_D3__all_valid	MCM3
E2F_TARGETS	entry4_SOFA_D3__all_valid	RFC1
E2F_TARGETS	entry4_SOFA_D3__all_valid	SSRP1
E2F_TARGETS	entry4_SOFA_D3__all_valid	CTPS1
E2F_TARGETS	entry4_SOFA_D3__all_valid	CBX5
E2F_TARGETS	entry4_SOFA_D3__all_valid	MSH2
E2F_TARGETS	entry4_SOFA_D3__all_valid	TBRG4
E2F_TARGETS	entry4_SOFA_D3__all_valid	NOLC1
E2F_TARGETS	entry4_SOFA_D3__all_valid	RPA1
E2F_TARGETS	entry4_SOFA_D3__all_valid	NAP1L1
E2F_TARGETS	entry4_SOFA_D3__all_valid	CENPM
E2F_TARGETS	entry4_SOFA_D3__all_valid	XRCC6
E2F_TARGETS	entry4_SOFA_D3__all_valid	MCM5
E2F_TARGETS	entry4_SOFA_D3__all_valid	HELLS
E2F_TARGETS	entry4_SOFA_D3__all_valid	ZW10
E2F_TARGETS	entry4_SOFA_D3__all_valid	CCNE1
E2F_TARGETS	entry4_SOFA_D3__all_valid	CKS1B
E2F_TARGETS	entry4_SOFA_D3__all_valid	CDKN2A
E2F_TARGETS	entry4_SOFA_D3__all_valid	MCM7
E2F_TARGETS	entry4_SOFA_D3__all_valid	RNASEH2A
E2F_TARGETS	entry4_SOFA_D3__all_valid	RRM2
E2F_TARGETS	entry4_SOFA_D3__all_valid	UBE2T
E2F_TARGETS	entry4_SOFA_D3__all_valid	POLD2
E2F_TARGETS	entry4_SOFA_D3__all_valid	SRSF1
E2F_TARGETS	entry4_SOFA_D3__all_valid	LYAR
E2F_TARGETS	entry4_SOFA_D3__all_valid	SMC4
E2F_TARGETS	entry4_SOFA_D3__all_valid	POLE
E2F_TARGETS	entry4_SOFA_D3__all_valid	MTHFD2
E2F_TARGETS	entry4_SOFA_D3__all_valid	PRPS1
E2F_TARGETS	entry4_SOFA_D3__all_valid	CDK1
E2F_TARGETS	entry4_SOFA_D3__all_valid	PRIM2
E2F_TARGETS	entry4_SOFA_D3__all_valid	POLD1
E2F_TARGETS	entry4_SOFA_D3__all_valid	TRA2B
E2F_TARGETS	entry4_SOFA_D3__all_valid	DSCC1
E2F_TARGETS	entry4_SOFA_D3__all_valid	RAD51C
E2F_TARGETS	entry4_SOFA_D3__all_valid	GINS3
E2F_TARGETS	entry4_SOFA_D3__all_valid	SNRPB
E2F_TARGETS	entry4_SOFA_D3__all_valid	UBR7
E2F_TARGETS	entry4_SOFA_D3__all_valid	POLE4
E2F_TARGETS	entry4_SOFA_D3__all_valid	LUC7L3
E2F_TARGETS	entry4_SOFA_D3__all_valid	TIMELESS
E2F_TARGETS	entry4_SOFA_D3__all_valid	BRMS1L
E2F_TARGETS	entry4_SOFA_D3__all_valid	TIPIN
E2F_TARGETS	entry4_SOFA_D3__all_valid	TUBB
E2F_TARGETS	entry4_SOFA_D3__all_valid	EXOSC8
E2F_TARGETS	entry4_SOFA_D3__all_valid	ORC6
E2F_TARGETS	entry4_SOFA_D3__all_valid	MMS22L
E2F_TARGETS	entry4_SOFA_D3__all_valid	DCK
E2F_TARGETS	entry4_SOFA_D3__all_valid	PLK4
E2F_TARGETS	entry4_SOFA_D3__all_valid	TCF19
E2F_TARGETS	entry4_SOFA_D3__all_valid	EZH2
E2F_TARGETS	entry4_SOFA_D3__all_valid	UNG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	GADD45A
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	BASP1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	FBN2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	PCOLCE2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	CD59
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	QSOX1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	EFEMP2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	CD44
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	FAS
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	CAPG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	COL4A2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	SERPINE1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	TGFB1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	COLGALT1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	AREG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	COL7A1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	NOTCH2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	GADD45B
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	TNFAIP3
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	LOXL1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	TPM1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	PFN2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	PLOD1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	THBS1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	COPA
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	COL6A3
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__all_valid	PDLIM4
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	IGF1R
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	AFF1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	FKBP5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	RAB31
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	SVIL
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	MED13L
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	RARA
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	MREG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	TIPARP
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	TTC39A
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	UGCG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	SLC2A1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	FOXC1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	KDM4B
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	MINDY1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	GAB2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	KAZN
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	CD44
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	TOB1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	CANT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	OLFML3
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	JAK2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	CHPT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	DHCR7
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	GLA
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	RHOBTB3
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	INHBB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	SIAH2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	FHL2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	AREG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	B4GALT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	NADSYN1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	CISH
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	ANXA9
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	CA12
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	SH3BP5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	KCNK5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	TUBB2B
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	FLNB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	TMEM164
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	MAST4
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	ALDH3B1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	DLC1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	IL17RB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	AMFR
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	RAPGEFL1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	SLC7A5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	ABHD2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__all_valid	IL6ST
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ATP2B4
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	AFF1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	FKBP5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	RAB31
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	SERPINA1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	IMPA2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	FOXC1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CCNA1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	BATF
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	MAPK13
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	S100A9
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CD44
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	TOB1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	SNX10
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	JAK2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ST6GALNAC2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CHPT1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	DHCR7
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	GLA
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	SIAH2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	AREG
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	PTPN6
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	JAK1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CISH
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ANXA9
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CA12
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CA2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	KCNK5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	FLNB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	CKB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ZFP36
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ALDH3B1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	IL17RB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	AMFR
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	RAPGEFL1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	XRCC3
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	SLC7A5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	ABHD2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	IL6ST
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__all_valid	HSPA4L
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	OSTC
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MDH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	METAP1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	APEX1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ECHS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACSS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACAA2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	SUCLG2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ECI1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HADH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACAT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HSD17B10
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MCEE
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CBR1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACADM
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	SDHD
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	BPHL
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ADSL
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HSD17B4
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACOT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ECI2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACSL5
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	UGDH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	PDHA1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	BCKDHB
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	PSME1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MIX23
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	BLVRA
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CPT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ODC1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	RAP1GDS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CD36
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	PCBD1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ALDH3A2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	GCDH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HMGCS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	NTHL1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MIF
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	SUCLA2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HSD17B7
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HSPH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	PTS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	SMS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	FH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ENO2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MDH2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	XIST
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	EHHADH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ACO2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	S100A10
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	IDH3B
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	MLYCD
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CD1D
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CRYZ
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ALDH1A1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ECH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	IDH3G
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	RDH11
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ALDH9A1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	CPOX
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	HSP90AA1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	UROS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	DLST
FATTY_ACID_METABOLISM	entry4_SOFA_D3__all_valid	ERP29
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	BUB3
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SYNCRIP
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	G3BP1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SLC38A1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SRSF10
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MAD2L1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	PURA
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	NCL
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MYC
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	CUL5
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	STMN1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	KIF22
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	TMPO
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	RPS6KA5
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	HNRNPD
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	CDC25B
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	H2AZ2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	HSPA8
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	PRP4K
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SLC12A2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	CDK4
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	TENT4A
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	ORC5
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MTF2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	ILF3
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SRSF2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SMC1A
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	UCK2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MCM3
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SS18
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SNRPD1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	ODC1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	NOLC1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	CUL1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	DTYMK
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SMAD3
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	FBXO5
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	HMGN2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MCM5
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	ABL1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	NDC80
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SMARCC1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	SMC2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	CKS1B
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	RASAL2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	ODF2
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	MNAT1
G2M_CHECKPOINT	entry4_SOFA_D3__all_valid	GINS2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	TGFA
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PYGL
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PHKA2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	IRS2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	TPST1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	HK2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PKM
GLYCOLYSIS	entry4_SOFA_D3__all_valid	B4GALT4
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PDK3
GLYCOLYSIS	entry4_SOFA_D3__all_valid	P4HA2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	RRAGD
GLYCOLYSIS	entry4_SOFA_D3__all_valid	ABCB6
GLYCOLYSIS	entry4_SOFA_D3__all_valid	QSOX1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	DSC2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	SPAG4
GLYCOLYSIS	entry4_SOFA_D3__all_valid	MERTK
GLYCOLYSIS	entry4_SOFA_D3__all_valid	EXT1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	CD44
GLYCOLYSIS	entry4_SOFA_D3__all_valid	LCT
GLYCOLYSIS	entry4_SOFA_D3__all_valid	LDHA
GLYCOLYSIS	entry4_SOFA_D3__all_valid	SLC16A3
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PGM2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	G6PD
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PAM
GLYCOLYSIS	entry4_SOFA_D3__all_valid	ANKZF1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	IL13RA1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PKP2
GLYCOLYSIS	entry4_SOFA_D3__all_valid	TALDO1
GLYCOLYSIS	entry4_SOFA_D3__all_valid	PGK1
